,Movie_Name,Relese_Year,Rating_Score,Meta_Score,Total_Votes,Gross_USA,Movie_Genre,Director_Star
0,Rogue One: A Star Wars Story,2016,7.8,65.0,647094.0,532177324.0,"Action, Adventure, Sci-Fi","Director:Gareth Edwards| Stars:Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen"
1,Finding Dory,2016,7.3,77.0,281491.0,486295561.0,"Animation, Adventure, Comedy","Directors:Andrew Stanton, Angus MacLane| Stars:Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson"
2,Captain America: Civil War,2016,7.8,75.0,796868.0,408084349.0,"Action, Sci-Fi","Directors:Anthony Russo, Joe Russo| Stars:Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan"
3,The Secret Life of Pets,2016,6.5,61.0,205691.0,368384330.0,"Animation, Adventure, Comedy","Director:Chris Renaud| Stars:Louis C.K., Eric Stonestreet, Kevin Hart, Lake Bell"
4,The Jungle Book,2016,7.4,77.0,280602.0,364001123.0,"Adventure, Drama, Family","Director:Jon Favreau| Stars:Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba"
5,Deadpool,2016,8.0,65.0,1048792.0,363070709.0,"Action, Comedy","Director:Tim Miller| Stars:Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein"
6,Zootopia,2016,8.0,78.0,506403.0,341268248.0,"Animation, Adventure, Comedy","Directors:Byron Howard, Rich Moore, Jared Bush| Stars:Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate"
7,Batman v Superman: Dawn of Justice,2016,6.4,44.0,705048.0,330360194.0,"Action, Adventure, Sci-Fi","Director:Zack Snyder| Stars:Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg"
8,Suicide Squad,2016,5.9,40.0,691950.0,325100054.0,"Action, Adventure, Fantasy","Director:David Ayer| Stars:Will Smith, Jared Leto, Margot Robbie, Viola Davis"
9,Sing,2016,7.1,59.0,174692.0,270395425.0,"Animation, Comedy, Family","Directors:Garth Jennings, Christophe Lourdelet| Stars:Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson"
10,Moana,2016,7.6,81.0,342909.0,248757044.0,"Animation, Adventure, Comedy","Directors:Ron Clements, John Musker, Don Hall, Chris Williams| Stars:Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison"
11,Fantastic Beasts and Where to Find Them,2016,7.2,66.0,481835.0,234037575.0,"Adventure, Family, Fantasy","Director:David Yates| Stars:Eddie Redmayne, Katherine Waterston, Alison Sudol, Dan Fogler"
12,Doctor Strange,2016,7.5,72.0,751762.0,232641920.0,"Action, Adventure, Fantasy","Director:Scott Derrickson| Stars:Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong"
13,Hidden Figures,2016,7.8,74.0,235102.0,169607287.0,"Biography, Drama, History","Director:Theodore Melfi| Stars:Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner"
14,Jason Bourne,2016,6.6,58.0,230767.0,162434410.0,"Action, Thriller","Director:Paul Greengrass| Stars:Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel"
15,Star Trek Beyond,2016,7.0,68.0,249119.0,158848340.0,"Action, Adventure, Sci-Fi","Director:Justin Lin| Stars:Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana"
16,X-Men: Apocalypse,2016,6.9,52.0,440452.0,155442489.0,"Action, Adventure, Sci-Fi","Director:Bryan Singer| Stars:James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult"
17,Trolls,2016,6.4,55.0,84248.0,153707064.0,"Animation, Adventure, Comedy","Directors:Mike Mitchell, Walt Dohrn| Stars:Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse"
18,La La Land,2016,8.0,94.0,600103.0,151101803.0,"Comedy, Drama, Music","Director:Damien Chazelle| Stars:Ryan Gosling, Emma Stone, Rosemarie DeWitt, J.K. Simmons"
19,Kung Fu Panda 3,2016,7.1,66.0,164554.0,143528619.0,"Animation, Action, Adventure","Directors:Alessandro Carloni, Jennifer Yuh Nelson| Stars:Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie"
